D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_41_945.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_41_945.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_41_945.jpg, 0, 0, 0, 0.5785872
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_42_403.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_42_403.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_42_403.jpg, 0, 0, 0, 0.5590985
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_42_497.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_42_497.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_42_497.jpg, 0, 0, 0, 0.5534927
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_42_624.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_42_624.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_42_624.jpg, 0, 0, 0, 0.5457388
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_42_782.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_42_782.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_42_782.jpg, 0, 0, 0, 0.5370102
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_42_890.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_42_890.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_42_890.jpg, 0, 0, 0, 0.531626
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_43_015.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_43_015.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_43_015.jpg, 0, 0, 0, 0.5252362
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_43_176.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_43_176.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_43_176.jpg, 0, 0, 0, 0.5168362
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_43_298.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_43_298.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_43_298.jpg, 0, 0, 0, 0.5106243
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_43_488.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_43_488.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_43_488.jpg, -0.5626271, 0, 0, 0.4877639
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_43_602.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_43_602.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_43_602.jpg, -0.9092317, 0.3466045, 0, 0.9485591
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_43_731.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_43_731.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_43_731.jpg, -1, 0.6900671, 0, 1.733713
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_43_849.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_43_849.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_43_849.jpg, -1, 1, 0, 3.087225
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_43_937.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_43_937.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_43_937.jpg, -1, 1, 0, 4.216371
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_44_064.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_44_064.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_44_064.jpg, -0.6186973, 0.6186973, 0, 5.329522
D:\Data Analytics\Thesis\udacitysim\IMG\center_2019_08_03_01_13_44_242.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\left_2019_08_03_01_13_44_242.jpg, D:\Data Analytics\Thesis\udacitysim\IMG\right_2019_08_03_01_13_44_242.jpg, -0.08670986, 0.08670986, 0, 5.411304
